Sl. No.,ACT,MAJOR HEAD,MINOR HEAD,During the current year upto the end of month under review,During the corresponding month of previous year,During the previous month,During the current month,Month,Year
9928,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Land Acquisition (Prohibition) Act 2007,0.0,0.0,0.0,0.0,MAR,2022
9929,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Money Lender Act 1961,3.0,1.0,0.0,2.0,MAR,2022
9930,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Stamp Act 1957,0.0,0.0,0.0,0.0,MAR,2022
9931,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prisoners Act 1963 & 1974,2.0,0.0,0.0,2.0,MAR,2022
9932,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Private Medical Institution Act 2007,1.0,0.0,1.0,0.0,MAR,2022
9933,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,MMRD (Mines & Minerals Regulation Development ) Act 1957,59.0,19.0,16.0,21.0,MAR,2022
9934,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Treasure Trove Act 1962,1.0,0.0,0.0,0.0,MAR,2022
9935,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Prohibition of Charging Exorbitant Interest Act 2004,5.0,2.0,4.0,0.0,MAR,2022
9936,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Karnataka Ayurvedic And Unani Pract. Regis. & Medical Prac. Misc. Prov. Act,0.0,0.0,0.0,0.0,MAR,2022
9937,A - IPC Crime,KARNATAKA STATE LOCAL ACTS,Other Local Acts,46.0,14.0,9.0,18.0,MAR,2022
9938,A - IPC Crime,CYBER CRIME,"Information Technology Act 2000, 2009",2765.0,478.0,923.0,1042.0,MAR,2022
9939,A - IPC Crime,NATIONAL SECURITY ACT,NATIONAL SECURITY ACT,0.0,0.0,0.0,0.0,MAR,2022
9940,A - IPC Crime,POCSO,Custodial Rape,0.0,0.0,0.0,0.0,MAR,2022
9941,A - IPC Crime,POCSO,Gang Rape,3.0,0.0,2.0,0.0,MAR,2022
9942,A - IPC Crime,POCSO,Rape,466.0,181.0,154.0,151.0,MAR,2022
9943,A - IPC Crime,POCSO,Others ,208.0,83.0,51.0,69.0,MAR,2022
9944,A - IPC Crime,Rape (Sec. 376 IPC),1.1  Custodial Rape,0.0,0.0,0.0,0.0,MAR,2022
9945,A - IPC Crime,Rape (Sec. 376 IPC),1.2  Gang Rape,4.0,1.0,0.0,3.0,MAR,2022
9946,A - IPC Crime,Rape (Sec. 376 IPC),1.3  other Cases of Rape,133.0,49.0,40.0,56.0,MAR,2022
9947,A - IPC Crime,Outraging modesty (Molestation) (sec.354 IPC),Outraging modesty (Molestation) (sec.354 IPC),1466.0,433.0,440.0,531.0,MAR,2022
9948,A - IPC Crime,Kidnapping & Abduction of Women: (Sec.366 IPC),Kidnapping & Abduction of Women: (Sec.366 IPC),48.0,15.0,12.0,15.0,MAR,2022
9949,A - IPC Crime,Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),Insulting modesty (Eve-Teasing) (Sec.294 & 509 IPC if victim is a woman),24.0,5.0,7.0,8.0,MAR,2022
9950,A - IPC Crime,Murder for Dowry - by burning (Sec.302 IPC),Murder for Dowry - by burning (Sec.302 IPC),0.0,1.0,0.0,0.0,MAR,2022
9951,A - IPC Crime,"Murder for Dowry - by other means
(Sec.302 IPC)","Murder for Dowry - by other means
(Sec.302 IPC)",2.0,1.0,1.0,1.0,MAR,2022
9952,A - IPC Crime,Murder for other reasons,Murder for other reasons,110.0,30.0,33.0,41.0,MAR,2022
9953,A - IPC Crime,Attempt to Commit Murder for dowry by burning (Sec.307 IPC),Attempt to Commit Murder for dowry by burning (Sec.307 IPC),1.0,0.0,1.0,0.0,MAR,2022
9954,A - IPC Crime,Attempt to Commit Murder for dowry by other means (Sec.307 IPC),Attempt to Commit Murder for dowry by other means (Sec.307 IPC),10.0,5.0,4.0,5.0,MAR,2022
9955,A - IPC Crime,Attempt to Commit murder for other reasons,Attempt to Commit murder for other reasons,214.0,60.0,71.0,77.0,MAR,2022
9956,A - IPC Crime,"Dowry Death-by burning
(Sec.304-B IPC)","Dowry Death-by burning
(Sec.304-B IPC)",0.0,0.0,0.0,0.0,MAR,2022
9957,A - IPC Crime,Dowry Death-by other Means (Sec.304(B) IPC),Dowry Death-by other Means (Sec.304(B) IPC),37.0,19.0,13.0,11.0,MAR,2022
9958,A - IPC Crime,Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),Cruelty by Husband or Relatives of Husband (Sec.498-A IPC),723.0,168.0,198.0,297.0,MAR,2022
9959,A - IPC Crime,Abetment of Suicide (Sec.306 IPC),Abetment of Suicide (Sec.306 IPC),41.0,16.0,16.0,10.0,MAR,2022
9960,A - IPC Crime,Immoral Traffic (prevention) Act.,Immoral Traffic (prevention) Act.,82.0,23.0,37.0,28.0,MAR,2022
9961,A - IPC Crime,Indecent Representation of Women(Prohibition) Act-1986,Indecent Representation of Women(Prohibition) Act-1986,1.0,0.0,1.0,0.0,MAR,2022
9962,A - IPC Crime,Pornography,Pornography,0.0,0.0,0.0,0.0,MAR,2022
9963,A - IPC Crime,Offences against Public Servants (Sec.182-188-333-353 IPC),Offences against Public Servants (Sec.182-188-333-353 IPC),29.0,15.0,10.0,11.0,MAR,2022
9964,A - IPC Crime,Offences related to Marriage,Offences related to Marriage,6.0,2.0,2.0,2.0,MAR,2022
9965,A - IPC Crime,Cyber Crimes,Cyber Crimes,731.0,113.0,254.0,258.0,MAR,2022
9966,A - IPC Crime,"Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)","Infanticide/ Foeticide 
(Sec. 315 & 316 IPC)",0.0,0.0,0.0,0.0,MAR,2022
9967,A - IPC Crime,Rape on Minor,Rape on Minor,0.0,0.0,0.0,0.0,MAR,2022
9968,A - IPC Crime,Exposure & abandonment (Sec. 317 IPC),Exposure & abandonment (Sec. 317 IPC),16.0,4.0,7.0,5.0,MAR,2022
9969,A - IPC Crime,Kidnapping & Abduction of Children,Kidnapping & Abduction of Children,829.0,218.0,244.0,322.0,MAR,2022
9970,A - IPC Crime,For Ransom - of Children,For Ransom - of Children,1.0,2.0,0.0,0.0,MAR,2022
9971,A - IPC Crime,of Children - for begging,of Children - for begging,0.0,0.0,0.0,0.0,MAR,2022
9972,A - IPC Crime,of Girls - Immoral Purpose,of Girls - Immoral Purpose,1.0,0.0,0.0,0.0,MAR,2022
9973,A - IPC Crime,With intent to Steal from Child,With intent to Steal from Child,0.0,0.0,0.0,0.0,MAR,2022
9974,A - IPC Crime,Lawful Guardianship,Lawful Guardianship,2.0,0.0,1.0,1.0,MAR,2022
9975,A - IPC Crime,Procuration of Minor Girls - For Prostitution,Procuration of Minor Girls - For Prostitution,0.0,0.0,0.0,0.0,MAR,2022
9976,A - IPC Crime,Procuration of Minor Girls - Importing of Girl,Procuration of Minor Girls - Importing of Girl,0.0,0.0,0.0,0.0,MAR,2022
9977,A - IPC Crime,Procuration of Minor Girls - For Other Purposes,Procuration of Minor Girls - For Other Purposes,3.0,3.0,1.0,1.0,MAR,2022
9978,A - IPC Crime,Selling of girls for Prostitution (Sec.372 IPC),Selling of girls for Prostitution (Sec.372 IPC),0.0,0.0,0.0,0.0,MAR,2022
9979,A - IPC Crime,The Prohibition of Child Marriage Act - 2006,The Prohibition of Child Marriage Act - 2006,66.0,10.0,23.0,20.0,MAR,2022
9980,A - IPC Crime,POCSO Act,POCSO Act,677.0,264.0,207.0,220.0,MAR,2022
9981,A - IPC Crime,Death of Children due to miscarriage,Death of Children due to miscarriage,5.0,0.0,3.0,1.0,MAR,2022
9982,A - IPC Crime,Juvenile Justice Act,Juvenile Justice Act,20.0,2.0,8.0,5.0,MAR,2022
9983,A - IPC Crime,Child Labour (Pro.& Reg.) Act,Child Labour (Pro.& Reg.) Act,24.0,8.0,6.0,8.0,MAR,2022
9984,A - IPC Crime,Probation of Offenders Act,Probation of Offenders Act,2.0,0.0,1.0,0.0,MAR,2022
9985,A - IPC Crime,Murder,Murder,16.0,10.0,3.0,4.0,MAR,2022
9986,A - IPC Crime,Rape,Rape,54.0,20.0,19.0,17.0,MAR,2022
9987,A - IPC Crime,Kidnapping,Kidnapping,7.0,1.0,0.0,1.0,MAR,2022
9988,A - IPC Crime,Offences under the Protection of Civil Rights Act.,Offences under the Protection of Civil Rights Act.,0.0,0.0,0.0,0.0,MAR,2022
9989,A - IPC Crime,Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),Offences under the SC & ST  (prevention of Atrocities)Act 1989 (if the victim is SC),552.0,116.0,177.0,202.0,MAR,2022
9990,A - IPC Crime,Murder (Sec.302/303 IPC),For gain,18.0,3.0,3.0,3.0,APR,2022
9991,A - IPC Crime,Murder (Sec.302/303 IPC),Over Property Dispute,10.0,3.0,1.0,4.0,APR,2022
9992,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Personal Vendetta or enemity,16.0,4.0,3.0,7.0,APR,2022
9993,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Sexual jealousy,10.0,5.0,5.0,0.0,APR,2022
9994,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by burning,0.0,0.0,0.0,0.0,APR,2022
9995,A - IPC Crime,Murder (Sec.302/303 IPC),For dowry by other means,4.0,1.0,1.0,2.0,APR,2022
9996,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Communalism,0.0,0.0,0.0,0.0,APR,2022
9997,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Casteism,1.0,0.0,0.0,0.0,APR,2022
9998,A - IPC Crime,Murder (Sec.302/303 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,APR,2022
9999,A - IPC Crime,Murder (Sec.302/303 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,APR,2022
10000,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Terrorism/Naxalism / Extremism,0.0,0.0,0.0,0.0,APR,2022
10001,A - IPC Crime,Murder (Sec.302/303 IPC),For Political Reasons,2.0,0.0,0.0,2.0,APR,2022
10002,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Adultery,5.0,0.0,1.0,3.0,APR,2022
10003,A - IPC Crime,Murder (Sec.302/303 IPC),Civil Disputes,25.0,7.0,11.0,2.0,APR,2022
10004,A - IPC Crime,Murder (Sec.302/303 IPC),Electoral Gain,0.0,0.0,0.0,0.0,APR,2022
10005,A - IPC Crime,Murder (Sec.302/303 IPC),Gang Rivalry,0.0,0.0,0.0,0.0,APR,2022
10006,A - IPC Crime,Murder (Sec.302/303 IPC),Love Intrigue,5.0,1.0,0.0,2.0,APR,2022
10007,A - IPC Crime,Murder (Sec.302/303 IPC),Professional ,0.0,0.0,0.0,0.0,APR,2022
10008,A - IPC Crime,Murder (Sec.302/303 IPC),Psychopathic/Serial Killer/Lunacy,0.0,0.0,0.0,0.0,APR,2022
10009,A - IPC Crime,Murder (Sec.302/303 IPC),Rape with Murder,2.0,2.0,0.0,1.0,APR,2022
10010,A - IPC Crime,Murder (Sec.302/303 IPC),Revenge/Enemity,18.0,7.0,3.0,7.0,APR,2022
10011,A - IPC Crime,Murder (Sec.302/303 IPC),Sudden Quarrel,32.0,5.0,12.0,8.0,APR,2022
10012,A - IPC Crime,Murder (Sec.302/303 IPC),Village Dispute,0.0,0.0,0.0,0.0,APR,2022
10013,A - IPC Crime,Murder (Sec.302/303 IPC),Custodial,1.0,0.0,0.0,1.0,APR,2022
10014,A - IPC Crime,Murder (Sec.302/303 IPC),Due to Other Causes,328.0,70.0,86.0,88.0,APR,2022
10015,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Gain ,10.0,1.0,1.0,4.0,APR,2022
10016,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Over Property Dispute,44.0,5.0,15.0,11.0,APR,2022
10017,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Personal Vendetta or enemity,29.0,4.0,7.0,8.0,APR,2022
10018,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Sexual jealousy,10.0,2.0,4.0,2.0,APR,2022
10019,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Dowry other Means,9.0,3.0,4.0,0.0,APR,2022
10020,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Dowry By Burning,1.0,0.0,0.0,0.0,APR,2022
10021,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Communalism,4.0,1.0,1.0,1.0,APR,2022
10022,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Casteism,0.0,0.0,0.0,0.0,APR,2022
10023,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,APR,2022
10024,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,APR,2022
10025,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,APR,2022
10026,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),For Political Reasons,9.0,3.0,3.0,4.0,APR,2022
10027,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Adultery,3.0,0.0,0.0,1.0,APR,2022
10028,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Electoral Gain,0.0,0.0,0.0,0.0,APR,2022
10029,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Gang Rivalry,2.0,1.0,0.0,0.0,APR,2022
10030,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Love Intrigue,9.0,1.0,5.0,2.0,APR,2022
10031,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Professional ,0.0,1.0,0.0,0.0,APR,2022
10032,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Rape,0.0,0.0,0.0,0.0,APR,2022
10033,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Revenge/Enemity,68.0,21.0,21.0,16.0,APR,2022
10034,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Sudden Quarrel,72.0,15.0,15.0,27.0,APR,2022
10035,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Village Dispute,8.0,1.0,1.0,4.0,APR,2022
10036,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Due to Other Causes,659.0,135.0,180.0,160.0,APR,2022
10037,A - IPC Crime,ATTEMPT TO MURDER (Sec. 307 IPC),Civil Disputes,112.0,30.0,31.0,30.0,APR,2022
10038,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Gain,0.0,0.0,0.0,0.0,APR,2022
10039,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Over Civil Dispute,0.0,0.0,0.0,0.0,APR,2022
10040,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Personal Vendetta or enemity,0.0,0.0,0.0,0.0,APR,2022
10041,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Sexual jealousy,0.0,0.0,0.0,0.0,APR,2022
10042,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Dowry,0.0,0.0,0.0,0.0,APR,2022
10043,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Communalism,0.0,0.0,0.0,0.0,APR,2022
10044,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Casteism,0.0,0.0,0.0,0.0,APR,2022
10045,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,APR,2022
10046,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,APR,2022
10047,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,APR,2022
10048,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),For Political Reasons,0.0,0.0,0.0,0.0,APR,2022
10049,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Adultery,0.0,0.0,0.0,0.0,APR,2022
10050,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Property Disputes,0.0,0.0,0.0,0.0,APR,2022
10051,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Electoral Gain,1.0,2.0,0.0,0.0,APR,2022
10052,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Gang Rivalry,0.0,0.0,0.0,0.0,APR,2022
10053,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Love Intrigue,0.0,0.0,0.0,0.0,APR,2022
10054,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Professional ,0.0,0.0,0.0,0.0,APR,2022
10055,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Sudden Quarrel,2.0,2.0,0.0,0.0,APR,2022
10056,A - IPC Crime,CULPABLE HOMICIDE NOT AMOUNTING TO MUDER (Sec.304 IPC),Due to Other Causes,21.0,8.0,7.0,6.0,APR,2022
10057,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Gain,0.0,0.0,0.0,0.0,APR,2022
10058,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Over Civil Dispute,1.0,0.0,0.0,1.0,APR,2022
10059,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Personal Vendetta or enemity,1.0,0.0,1.0,0.0,APR,2022
10060,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Sexual jealousy,0.0,0.0,0.0,0.0,APR,2022
10061,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Dowry,0.0,0.0,0.0,0.0,APR,2022
10062,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Communalism,0.0,0.0,0.0,0.0,APR,2022
10063,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Casteism,0.0,0.0,0.0,0.0,APR,2022
10064,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Witch Craft (Sorcery),0.0,0.0,0.0,0.0,APR,2022
10065,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Human Sacrifice,0.0,0.0,0.0,0.0,APR,2022
10066,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Terrorism /Naxalism / Extremism,0.0,0.0,0.0,0.0,APR,2022
10067,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),For Political Reasons,0.0,0.0,0.0,0.0,APR,2022
10068,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Due to Other Causes,9.0,0.0,2.0,3.0,APR,2022
10069,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Adultery,0.0,0.0,0.0,0.0,APR,2022
10070,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Property Disputes,1.0,0.0,1.0,0.0,APR,2022
10071,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Electoral Gain,0.0,1.0,0.0,0.0,APR,2022
10072,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Gang Rivalry,0.0,0.0,0.0,0.0,APR,2022
10073,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Love Intrigue,0.0,0.0,0.0,0.0,APR,2022
10074,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Professional ,0.0,0.0,0.0,0.0,APR,2022
10075,A - IPC Crime,ATTEMPT TO CULPABLE HOMICIDE NOT AMOUNTING TO MURDER (Sec. 308 IPC),Sudden Quarrel,4.0,0.0,2.0,2.0,APR,2022
10076,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Custodial Rape,0.0,0.0,0.0,0.0,APR,2022
10077,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Attempt to Commit,1.0,1.0,0.0,0.0,APR,2022
10078,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By a Gang,4.0,0.0,3.0,0.0,APR,2022
10079,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Parents,0.0,0.0,0.0,0.0,APR,2022
10080,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Hospital Staff,0.0,1.0,0.0,0.0,APR,2022
10081,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Husband During Sepearation,4.0,0.0,1.0,2.0,APR,2022
10082,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Neighbours,19.0,1.0,6.0,5.0,APR,2022
10083,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",By Relatives,19.0,7.0,3.0,6.0,APR,2022
10084,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Jail Custody,0.0,0.0,0.0,0.0,APR,2022
10085,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",In Remand Home,0.0,0.0,0.0,0.0,APR,2022
10086,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",InCest,0.0,1.0,0.0,0.0,APR,2022
10087,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Known Person,108.0,31.0,33.0,29.0,APR,2022
10088,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Unknown Person,5.0,0.0,4.0,0.0,APR,2022
10089,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",Due to Other Causes,32.0,6.0,9.0,11.0,APR,2022
10090,A - IPC Crime,"RAPE (Sec.376, 376(A) to 376 (D) IPC)",On Minor,0.0,0.0,0.0,0.0,APR,2022
10091,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Boy,202.0,35.0,56.0,37.0,APR,2022
10092,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Missing - Girl,760.0,122.0,212.0,223.0,APR,2022
10093,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Children,4.0,1.0,1.0,2.0,APR,2022
10094,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Cildren for Begging,0.0,0.0,0.0,0.0,APR,2022
10095,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Women,3.0,0.0,2.0,0.0,APR,2022
10096,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of Girls for Immoral Purpose,0.0,0.0,0.0,0.0,APR,2022
10097,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Ransom - of  Others,10.0,6.0,2.0,4.0,APR,2022
10098,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For Prostitution,0.0,0.0,0.0,0.0,APR,2022
10099,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - Importring of Girl,1.0,0.0,0.0,1.0,APR,2022
10100,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Procuration of Minor Girls - For other Purpose,6.0,1.0,1.0,3.0,APR,2022
10101,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Espionage,0.0,0.0,0.0,0.0,APR,2022
10102,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Intent to Steal From Child,0.0,0.0,0.0,0.0,APR,2022
10103,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Murder (Homicide),0.0,1.0,0.0,0.0,APR,2022
10104,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Obtain Signature Forcibly,0.0,0.0,0.0,0.0,APR,2022
10105,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Recovering Loan,0.0,1.0,0.0,0.0,APR,2022
10106,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Settling any Disputes,0.0,0.0,0.0,0.0,APR,2022
10107,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Unnatural Lust / Illicit Intercourse,0.0,0.0,0.0,0.0,APR,2022
10108,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Wrongful Confinement,5.0,1.0,0.0,1.0,APR,2022
10109,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Exporting,0.0,0.0,0.0,0.0,APR,2022
10110,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",From Lawful Guardianship,3.0,0.0,0.0,0.0,APR,2022
10111,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Camel Racing Etc.,0.0,0.0,1.0,0.0,APR,2022
10112,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",To Compel For Marriage,9.0,5.0,0.0,4.0,APR,2022
10113,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Slavery,0.0,0.0,0.0,0.0,APR,2022
10114,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",For Stealing From its Person,0.0,0.0,48.0,0.0,APR,2022
10115,A - IPC Crime,"KIDNAPPING AND ABDUCTION (Sec.360, 361, 363 to 369 IPC)",Others,216.0,49.0,24.650224760053458,67.0,APR,2022
